taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6VHD	Praxelis Cass.	6VHD	Praxelis Cass.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Praxelis	6VHD			
3QJW6	Jacquemontia sphaerostigma (Cav.) Rusby	3QJW6	Jacquemontia sphaerostigma (Cav.) Rusby	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Jacquemontia	564N	Jacquemontia sphaerostigma	3QJW6	
8W3PM	Spermacoce L.	8W3PM	Spermacoce L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Spermacoce	8W3PM			
62DYD	Aspidosperma Mart. & Zucc.	62DYD	Aspidosperma Mart. & Zucc.	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Aspidosperma	62DYD			
663XR	Ageratum conyzoides L.	663XR	Ageratum conyzoides L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Ageratum	QPF	Ageratum conyzoides	663XR	
7VXZM	Ipomoea sidifolia Schrad.	7VXZM	Ipomoea sidifolia Schrad.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea sidifolia	7VXZM	
3KCWB	Heliotropium transalpinum Vell.	3KCWB	Heliotropium transalpinum Vell.	5	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Boraginales	TW	Heliotropiaceae	6253L	Heliotropium	62VCK	Heliotropium transalpinum	3KCWB	
8VWCB	Cnidoscolus Pohl	8VWCB	Cnidoscolus Pohl	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Cnidoscolus	8VWCB			
73GNK	Miconia crenata (Vahl) Michelang.	73GNK	Miconia crenata (Vahl) Michelang.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Melastomataceae	CK9	Miconia	63B9N	Miconia crenata	73GNK	
NZZY	Byrsonima clausseniana A.Juss.	NZZY	Byrsonima clausseniana A.Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Byrsonima	62JMV	Byrsonima clausseniana	NZZY	LC
4N4FT	Protium heptaphyllum (Aubl.) Marchand	4N4FT	Protium heptaphyllum (Aubl.) Marchand	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Burseraceae	7GV	Protium	6XKD	Protium heptaphyllum	4N4FT	LC
4W7RJ	Sebastiania brasiliensis Spreng.	4W7RJ	Sebastiania brasiliensis Spreng.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Sebastiania	8W3HF	Sebastiania brasiliensis	4W7RJ	LC
3QJS3	Jacquemontia blanchetii Moric.	3QJS3	Jacquemontia blanchetii Moric.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Jacquemontia	564N	Jacquemontia blanchetii	3QJS3	
5GGSK	Cissus verticillata subsp. verticillata	5GGSK	Cissus verticillata subsp. verticillata	1	SUBSPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus verticillata	VL5J	
6B7MS	Cosmos caudatus Kunth	6B7MS	Cosmos caudatus Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Cosmos	62NRV	Cosmos caudatus	6B7MS	
8VZJQ	Myoxanthus Poepp. & Endl.	8VZJQ	Myoxanthus Poepp. & Endl.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Myoxanthus	8VZJQ			
BYJT	Allophylus semidentatus (Miq.) Radlk. ex S.Moore	BYJT	Allophylus semidentatus (Miq.) Radlk. ex S.Moore	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Allophylus	SHF	Allophylus semidentatus	BYJT	
3WDDX	Ludwigia sericea (Cambess.) H.Hara	3WDDX	Ludwigia sericea (Cambess.) H.Hara	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Onagraceae	DL8	Ludwigia	5H78	Ludwigia sericea	3WDDX	
68MCJ	Blainvillea rhomboidea Cass.	LZJZ	Blainvillea dichotoma (Murray) A.Stewart	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Blainvillea	62FRK	Blainvillea dichotoma	LZJZ	
65XXH	Alternanthera brasiliana (L.) Kuntze	65XXH	Alternanthera brasiliana (L.) Kuntze	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Amaranthaceae	68Z	Alternanthera	628SX	Alternanthera brasiliana	65XXH	
47ZR4	Notylia odontonotos Rchb.f. & Warm.	47ZR4	Notylia odontonotos Rchb.f. & Warm.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Notylia	8VZSF	Notylia odontonotos	47ZR4	
4X2NJ	Setaria vulpiseta (Lam.) Roem. & Schult.	4X2NJ	Setaria vulpiseta (Lam.) Roem. & Schult.	8	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Setaria	8W3JT	Setaria vulpiseta	4X2NJ	
8W49K	Tragia Plum. ex L.	8W49K	Tragia Plum. ex L.	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Tragia	8W49K			
RMQ	Aldama La Llave	RMQ	Aldama La Llave	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Aldama	RMQ			
VL3W	Cissus tinctoria Mart.	VL3W	Cissus tinctoria Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus tinctoria	VL3W	
3ZWK7	Merremia dissecta (Jacq.) Hallier fil.	36XX8	Distimake dissectus (Jacq.) A.R.Simões & Staples	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Distimake	4728	Distimake dissectus	36XX8	
QM2L	Canna coccinea Mill.	68XTV	Canna indica L.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Zingiberales	4C2	Cannaceae	7NW	Canna	8VVYB	Canna indica	68XTV	
5QL6W	Peperomia hydrocotyloides var. setosa Yunck.	5QL6W	Peperomia hydrocotyloides var. setosa Yunck.	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia hydrocotyloides	6V2VL	
44HC	Dicella Griseb.	44HC	Dicella Griseb.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Dicella	44HC			
4XH5	Hiraea Jacq.	4XH5	Hiraea Jacq.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Hiraea	4XH5			
62B4G	Amphilophium Kunth	62B4G	Amphilophium Kunth	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Amphilophium	62B4G			
99F9H	Lantana L.	99F9H	Lantana L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Lantana	99F9H			
TMMG	Chaptalia nutans (L.) Hemsl.	TMMG	Chaptalia nutans (L.) Hemsl.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Chaptalia	3M6R	Chaptalia nutans	TMMG	
4TNGM	Ruellia rasa Hiern	4TNGM	Ruellia rasa Hiern	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Ruellia	63RJB	Ruellia rasa	4TNGM	
N7XM4	Euphorbiaceae A.Juss.	N7XM4	Euphorbiaceae A.Juss.	3	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4					
MR3B	Bougainvillea spectabilis Willd.	MR3B	Bougainvillea spectabilis Willd.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Nyctaginaceae	DG4	Bougainvillea	3C29	Bougainvillea spectabilis	MR3B	
7LY93	Mimosa diplotricha var. diplotricha	7LY93	Mimosa diplotricha var. diplotricha	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Mimosa	9CLCS	Mimosa diplotricha	9DCWS	
6C9R9	Cyrtopodium glutiniferum Raddi	6C9R9	Cyrtopodium glutiniferum Raddi	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Cyrtopodium	8VWPQ	Cyrtopodium glutiniferum	6C9R9	
39DFP	Elvira biflora (L.) DC.	34GJ4	Delilia biflora (L.) Kuntze	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Delilia	42MY	Delilia biflora	34GJ4	
RWJK	Cattleya walkeriana Gardner	RWJK	Cattleya walkeriana Gardner	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Cattleya	8VW29	Cattleya walkeriana	RWJK	
5WNJJ	Bomarea edulis (Tussac) Herb.	5WNJJ	Bomarea edulis (Tussac) Herb.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Liliales	623DL	Alstroemeriaceae	68G	Bomarea	8VVN7	Bomarea edulis	5WNJJ	
6YZQF	Spigelia scabra Cham. & Schltdl.	4Z35J	Spigelia humboldtiana Cham. & Schltdl.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Loganiaceae	C5Z	Spigelia	7KYL	Spigelia humboldtiana	4Z35J	
658Q3	Aegiphila vitelliniflora Klotzsch	658Q3	Aegiphila vitelliniflora Klotzsch	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Aegiphila	8VTC4	Aegiphila vitelliniflora	658Q3	LC
4Y9CR	Sonchus oleraceus L.	4Y9CR	Sonchus oleraceus L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Sonchus	7JMV	Sonchus oleraceus	4Y9CR	
L3Z4	Bauhinia forficata Link	L3Z4	Bauhinia forficata Link	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia forficata	L3Z4	LC
3XV7N	Manihot pilosa Pohl	3XV7N	Manihot pilosa Pohl	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Manihot	8VZ5C	Manihot pilosa	3XV7N	LC
5D4L5	Zeyheria montana Mart.	5D4L5	Zeyheria montana Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Zeyheria	63WKQ	Zeyheria montana	5D4L5	LC
6C7S9	Cyperus incomtus Kunth	6C7S9	Cyperus incomtus Kunth	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Cyperaceae	8W5	Cyperus	8VWNX	Cyperus incomtus	6C7S9	
75XQ4	Peixotoa tomentosa A.Juss.	75XQ4	Peixotoa tomentosa A.Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Peixotoa	6K5W	Peixotoa tomentosa	75XQ4	
4WNZK	Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger	4WNZK	Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senegalia	63SM7	Senegalia loretensis	4WNZK	
3HHTH	Guadua paniculata Munro	3HHTH	Guadua paniculata Munro	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Guadua	8VXZD	Guadua paniculata	3HHTH	LC
HHNP	Aspidosperma cylindrocarpon Müll.Arg.	HHNP	Aspidosperma cylindrocarpon Müll.Arg.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Aspidosperma	62DYD	Aspidosperma cylindrocarpon	HHNP	LC
CQT7P	Parabignonia Bureau ex K.Schum.	6336K	Dolichandra Cham.	2	GENUS	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Dolichandra	6336K			
4WPBZ	Senna obtusifolia (L.) H.S.Irwin & Barneby	4WPBZ	Senna obtusifolia (L.) H.S.Irwin & Barneby	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna obtusifolia	4WPBZ	LC
VL2V	Cissus sulcicaulis (Baker) Planch.	VL2V	Cissus sulcicaulis (Baker) Planch.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus sulcicaulis	VL2V	
P25Y	Byrsonima pachyphylla A.Juss.	P25Y	Byrsonima pachyphylla A.Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Byrsonima	62JMV	Byrsonima pachyphylla	P25Y	LC
57W25	Tragia volubilis L.	57W25	Tragia volubilis L.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Tragia	8W49K	Tragia volubilis	57W25	
3ZXGP	Mesadenella cuspidata (Lindl.) Garay	CDPDF	Mesadenella pumila (Vell.) Campacci	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Mesadenella	8VZ9T	Mesadenella pumila	CDPDF	
4WW2B	Serjania lethalis A.St.-Hil.	4WW2B	Serjania lethalis A.St.-Hil.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania lethalis	4WW2B	
658PP	Aegiphila verticillata Vell.	658PP	Aegiphila verticillata Vell.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Aegiphila	8VTC4	Aegiphila verticillata	658PP	LC
5GXZL	Doliocarpus dentatus subsp. dentatus	5GXZL	Doliocarpus dentatus subsp. dentatus	2	SUBSPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Dilleniales	34T	Dilleniaceae	99Y	Doliocarpus	47L5	Doliocarpus dentatus	377LH	
6PWLH	Licania humilis Cham. & Schltdl.	6PFQT	Leptobalanus humilis (Cham. & Schltdl.) Sothers & Prance	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Chrysobalanaceae	87L	Leptobalanus	62X9Q	Leptobalanus humilis	6PFQT	
4JW4J	Platypodium elegans Vogel	4JW4J	Platypodium elegans Vogel	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Platypodium	9CLQC	Platypodium elegans	4JW4J	LC
63B9N	Miconia Ruiz & Pav.	63B9N	Miconia Ruiz & Pav.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Melastomataceae	CK9	Miconia	63B9N			
CG57K	Mimosa invisa Mart. ex Colla	CG57K	Mimosa invisa Mart. ex Colla	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Mimosa	9CLCS	Mimosa invisa	CG57K	
5YH89	Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.	5YH89	Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Chromolaena	3PBP	Chromolaena maximiliani	5YH89	
65W94	Alchornea glandulosa Poepp.	65W94	Alchornea glandulosa Poepp.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Alchornea	8VTJF	Alchornea glandulosa	65W94	LC
3YJ4D	Maytenus robusta Reissek	6RPWV	Monteverdia robusta (Reissek) Biral	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Celastrales	W8	Celastraceae	622JV	Monteverdia	63CXX	Monteverdia robusta	6RPWV	
76S9Z	Pera glabrata (Schott) Poepp. ex Baill.	76S9Z	Pera glabrata (Schott) Poepp. ex Baill.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Peraceae	RCWB3	Pera	8W4YM	Pera glabrata	76S9Z	LC
S2C8	Ceiba pubiflora (A.St.-Hil.) K.Schum.	S2C8	Ceiba pubiflora (A.St.-Hil.) K.Schum.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Ceiba	3JXK	Ceiba pubiflora	S2C8	LC
3S7NC	Lantana fucata Lindl.	3S7NC	Lantana fucata Lindl.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Lantana	99F9H	Lantana fucata	3S7NC	
MKR5J	Cordia urticaefolia Cham.	7FJ5S	Varronia polycephala Lam.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Boraginales	TW	Cordiaceae	7NGXW	Varronia	647JZ	Varronia polycephala	7FJ5S	
5Z8K7	Citronella paniculata (Mart.) R.A.Howard	5Z8K7	Citronella paniculata (Mart.) R.A.Howard	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Cardiopteridales	8XHCH	Cardiopteridaceae	M2NNP	Citronella	8WDDM	Citronella paniculata	5Z8K7	LC
4TN29	Ruellia dissitifolia (Nees) Hiern	4TN29	Ruellia dissitifolia (Nees) Hiern	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Ruellia	63RJB	Ruellia dissitifolia	4TN29	
6YGRF	Senna splendida (Vogel) H.S.Irwin & Barneby	6YGRF	Senna splendida (Vogel) H.S.Irwin & Barneby	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna splendida	6YGRF	
6B6T	Oxalis L.	6B6T	Oxalis L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Oxalidales	3QP	Oxalidaceae	DSG	Oxalis	6B6T			
33C9X	Cyperus friburgensis Boeckeler	CD729	Cyperus caducus Steud.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Cyperaceae	8W5	Cyperus	8VWNX	Cyperus caducus	CD729	
9CK4T	Bauhinia Plum. ex L.	9CK4T	Bauhinia Plum. ex L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T			
8VZ5V	Maranta Plum. ex L.	8VZ5V	Maranta Plum. ex L.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Zingiberales	4C2	Marantaceae	624K3	Maranta	8VZ5V			
76LJD	Pennisetum pedicellatum Trin.	S5JD	Cenchrus pedicellatus (Trin.) Morrone	3	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Cenchrus	8VW2R	Cenchrus pedicellatus	S5JD	
3C586	Eugenia ligustrina (Sw.) Willd.	3C586	Eugenia ligustrina (Sw.) Willd.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia ligustrina	3C586	LC
3FGVT	Geissomeria cincinnata Nees	FC82	Aphelandra longiflora (Lindl.) Profice	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Aphelandra	YCM	Aphelandra longiflora	FC82	
6WWMD	Romanoa tamnoides (A.Juss.) Radcl.-Sm.	6WWMD	Romanoa tamnoides (A.Juss.) Radcl.-Sm.	6	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Romanoa	8W374	Romanoa tamnoides	6WWMD	
3PVX6	Ipomoea cynanchifolia Meisn.	3PVX6	Ipomoea cynanchifolia Meisn.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea cynanchifolia	3PVX6	LC
4288	Davilla Vand.	4288	Davilla Vand.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Dilleniales	34T	Dilleniaceae	99Y	Davilla	4288			
3VLNR	Lithraea molleoides (Vell.) Engl.	3VLNR	Lithraea molleoides (Vell.) Engl.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Anacardiaceae	6CK	Lithraea	5FPV	Lithraea molleoides	3VLNR	LC
H6BX	Asclepias curassavica L.	H6BX	Asclepias curassavica L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Asclepias	33PC	Asclepias curassavica	H6BX	
DHVD	Anathallis obovata (Lindl.) Pridgeon & M.W.Chase	DHVD	Anathallis obovata (Lindl.) Pridgeon & M.W.Chase	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Anathallis	8VTRY	Anathallis obovata	DHVD	
622TP	Asteraceae Dumort.	622TP	Asteraceae Dumort.	4	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP					
3XV5H	Manihot janiphoides Müll.Arg.	3XV5H	Manihot janiphoides Müll.Arg.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Manihot	8VZ5C	Manihot janiphoides	3XV5H	
SBGX	Centrosema hastatum (Kunth) Benth.	SBHV	Centrosema sagittatum (Humb. & Bonpl. ex Willd.) Brandegee	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Centrosema	9CKBG	Centrosema sagittatum	SBHV	
TLNH	Chamissoa acuminata Mart.	TLNH	Chamissoa acuminata Mart.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Amaranthaceae	68Z	Chamissoa	62LRT	Chamissoa acuminata	TLNH	
8VWJ6	Cranichis Sw.	8VWJ6	Cranichis Sw.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Cranichis	8VWJ6			
75GCL	Oxalis rhombeo-ovata A.St.-Hil.	75GCL	Oxalis rhombeo-ovata A.St.-Hil.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Oxalidales	3QP	Oxalidaceae	DSG	Oxalis	6B6T	Oxalis rhombeo-ovata	75GCL	
772NF	Peperomia punicea Dahlst.	772NF	Peperomia punicea Dahlst.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia punicea	772NF	
8VZ5S	Maprounea Aubl.	8VZ5S	Maprounea Aubl.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Maprounea	8VZ5S			
87SDS	Begonia cucullata Willd.	87SDS	Begonia cucullata Willd.	5	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Cucurbitales	32L	Begoniaceae	7NG4T	Begonia	7NQM3	Begonia cucullata	87SDS	
Q72Y2	Justicia allocota Leonard	3QXFC	Justicia thunbergioides (Lindau) Leonard	3	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Justicia	572G	Justicia thunbergioides	3QXFC	
6C3SJ	Cupania vernalis Cambess.	6C3SJ	Cupania vernalis Cambess.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Cupania	62PPM	Cupania vernalis	6C3SJ	LC
